"","Year","Area","Street","Street.2","Strange.HTML"
"4005",2012,"","Soho rd. Handsworth","Soho str. Handsworth",""
"4006",2012,"","Spical str.","Spical Str",""
"4007",2012,"","Spiceal str. Bullring","Spiceal Str Bullring",""
"4008",2012,"","Springhill Winson Green",NA,""
"4009",2012,"","str. Johns Walk","Str Johns Walk",""
"4010",2012,"","str. Martins Church Bullring","Str Martins Church Bullring",""
"4011",2012,"","str. Martins Church Bullring","Str Martins Church Bullring",""
"4012",2012,"","str. Martins Queensway","Str Martins Queensway",""
"4013",2012,"","str. Martins Square City Centre","Str Martins Square City Centre",""
"4014",2012,"","str. Phillips Cathedral","Str Phillips Cathedral",""
"4015",2012,"","str. Phillips Churchyard Temple Row","Str Phillips Churchyard Temple Row",""
"4016",2012,"","Star City",NA,""
"4017",2012,"","Star City Birmingham",NA,""
"4018",2012,"","Stealhouse Lane","Stealhouse ln.",""
"4019",2012,"","Steelhouse Lane","Steelhouse ln.",""
"4020",2012,"","Steelhouse Lane","Steelhouse ln.",""
"4021",2012,"","Steelhouse Lane City Centre","Steelhouse ln. City Centre",""
"4022",2012,"","Steelhouse Lane Police Station","Steelhouse ln. Police Station",""
"4023",2012,"","Suffolk str. Queensway City Centre","Suffolk Str Queensway City Centre",""
"4024",2012,"","Summer Row Birmingham",NA,""
"4025",2012,"","Summer Row Birmingham",NA,""
"4026",2012,"","Summer Row City Centre",NA,""
"4027",2012,"","Tanhouse Fish Bar",NA,""
"4028",2012,"","Tescos Aston",NA,""
"4029",2012,"","Tescos New str.","Tescos New Str",""
"4030",2012,"","Tew Park rd. Handsworth","Tew Park str. Handsworth",""
"4031",2012,"","The Arcadian Centre",NA,""
"4032",2012,"","The Bullring",NA,""
"4033",2012,"","The Review Bar Arcadian Birmingham",NA,""
"4034",2012,"","Thimblemill rd. Smethwick","Thimblemill str. Smethwick",""
"4035",2012,"","Three Shires Oak rd. Bearwood","Three Shires Oak str. Bearwood",""
"4036",2012,"","Union Passage",NA,""
"4037",2012,"","Union str. City Centre","Union Str City Centre",""
"4038",2012,"","Upper Bull str. O S Priory Court","Upper Bull Str O S Priory Court",""
"4039",2012,"","Upper Dean str.","Upper Dean Str",""
"4040",2012,"","Upper Dean str. Birmingham","Upper Dean Str Birmingham",""
"4041",2012,"","Vauxhall rd. Neachells","Vauxhall str. Neachells",""
"4042",2012,"","Vauxhall rd. Neachells","Vauxhall str. Neachells",""
"4043",2012,"","Vicarage rd. Handsworth","Vicarage str. Handsworth",""
"4044",2012,"","Vicarge rd. Edgbaston","Vicarge str. Edgbaston",""
"4045",2012,"","Victoria Square",NA,""
"4046",2012,"","Victoria Square",NA,""
"4047",2012,"","Victoria Square",NA,""
"4048",2012,"","Victoria Square Step Birmingham",NA,""
"4049",2012,"","Victoria Square City Centre",NA,""
"4050",2012,"","Villa rd. Lozells","Villa str. Lozells",""
"4051",2012,"","Wallface West Bromwich",NA,""
"4052",2012,"","Waters str.","Waters Str",""
"4053",2012,"","Waverhill Park Handsworth",NA,""
"4054",2012,"","Waverly Hill Park",NA,""
"4055",2012,"","Wellington Crescent Handsworth Birmingham",NA,""
"4056",2012,"","West ave. Handsworth Wood",NA,""
"4057",2012,"","Whitmore str.","Whitmore Str",""
"4058",2012,"","Whitmore str. Bordesley Green","Whitmore Str Bordesley Green",""
"4059",2012,"","Whitomore str.","Whitomore Str",""
"4060",2012,"","Willes rd.","Willes str.",""
"4061",2012,"","Winson str.","Winson Str",""
"4062",2012,"","Winson str.","Winson Str",""
"4063",2012,"","Witton Lodge rd. Erdington","Witton Lodge str. Erdington",""
"4064",2012,"","Wright str. Small Heath","Wright Str Small Heath",""
"4065",2012,"","Wrottesley str.","Wrottesley Str",""
"4066",2012,"Coventry","Gosford str.","Gosford Str",""
"4067",2012,"","Albany Ph",NA,""
"4068",2012,"","Allard Way Coventry",NA,""
"4069",2012,"","Allesley Old str. Coventry","Allesley Old Str Coventry",""
"4070",2012,"","Allton rd.","Allton str.",""
"4071",2012,"","Ansty rd.","Ansty str.",""
"4072",2012,"","Arena Park Coventry",NA,""
"4073",2012,"","Beake Avneue",NA,""
"4074",2012,"","Beake Avneue",NA,""
"4075",2012,"","Beake Avneue",NA,""
"4076",2012,"","Bedlam Lane","Bedlam ln.",""
"4077",2012,"","Bedlam rd.","Bedlam str.",""
"4078",2012,"","Birmingham International",NA,""
"4079",2012,"","Birmingham International Railway Station",NA,""
"4080",2012,"","Blackberry Lane","Blackberry ln.",""
"4081",2012,"","Bowers Close",NA,""
"4082",2012,"","Britannia Hotel",NA,""
"4083",2012,"","Broad Park rd.","Broad Park str.",""
"4084",2012,"","Broadgate",NA,""
"4085",2012,"","Calcott House Chace ave. Coventry",NA,""
"4086",2012,"","Car Park Arena Park",NA,""
"4087",2012,"","Carmelite rd.","Carmelite str.",""
"4088",2012,"","Chace ave. Police Staion Front Office",NA,""
"4089",2012,"","Clay Lane","Clay ln.",""
"4090",2012,"","Concourse Sky Dome",NA,""
"4091",2012,"","Corporation str.","Corporation Str",""
"4092",2012,"","Corporation str.","Corporation Str",""
"4093",2012,"","Corporation str.","Corporation Str",""
"4094",2012,"","Corporation str.","Corporation Str",""
"4095",2012,"","Coundon Wedge Drive Coventry",NA,""
"4096",2012,"","Coventry Central Police Station",NA,""
"4097",2012,"","Coventry Central Police Station",NA,""
"4098",2012,"","Coventry Oak Ph",NA,""
"4099",2012,"","Cox str. Coventry","Cox Str Coventry",""
"4100",2012,"","Croft rd.","Croft str.",""
"4101",2012,"","Croft rd.","Croft str.",""
"4102",2012,"","Croft rd. Coventry","Croft str. Coventry",""
"4103",2012,"","Cross Cheaping",NA,""
"4104",2012,"","Cvfo",NA,""
"4105",2012,"","Cvfo",NA,""
"4106",2012,"","Cvfo",NA,""
"4107",2012,"","Cvfo",NA,""
"4108",2012,"","Denham ave.",NA,""
"4109",2012,"","Earlsdon str.","Earlsdon Str",""
"4110",2012,"","Elliman Gardens",NA,""
"4111",2012,"","Ellys rd. Radford","Ellys str. Radford",""
"4112",2012,"","Far Gosford str.","Far Gosford Str",""
"4113",2012,"","Far Gosford str.","Far Gosford Str",""
"4114",2012,"","Flying Standard",NA,""
"4115",2012,"","Flying Standard Trinity str. Coventry","Flying Standard Trinity Str Coventry",""
"4116",2012,"","Foleshill str.","Foleshill Str",""
"4117",2012,"","Foleshill rd.","Foleshill str.",""
"4118",2012,"","Foleshill rd.","Foleshill str.",""
"4119",2012,"","Foleshill rd. Coventry","Foleshill str. Coventry",""
"4120",2012,"","Front Office",NA,""
"4121",2012,"","Front Office",NA,""
"4122",2012,"","Front Office Car Park Little Park str. Coventry","Front Office Car Park Little Park Str Coventry",""
"4123",2012,"","Front Office Little Park str. Coventry","Front Office Little Park Str Coventry",""
"4124",2012,"","Gosford str.","Gosford Str",""
"4125",2012,"","Gosford str.","Gosford Str",""
"4126",2012,"","Gosford str. Coventry","Gosford Str Coventry",""
"4127",2012,"","Grangemouth rd.","Grangemouth str.",""
"4128",2012,"","Hale str.","Hale Str",""
"4129",2012,"","Hale str.","Hale Str",""
"4130",2012,"","Hales str.","Hales Str",""
"4131",2012,"","Hales str.","Hales Str",""
"4132",2012,"","Hampton rd. Coventry","Hampton str. Coventry",""
"4133",2012,"","Harnall Lane West Coventry","Harnall ln. West Coventry",""
"4134",2012,"","Harnell Lane East","Harnell ln. East",""
"4135",2012,"","Harnell Lane East","Harnell ln. East",""
"4136",2012,"","Harper rd. Coventry","Harper str. Coventry",""
"4137",2012,"","Harper rd. Coventry","Harper str. Coventry",""
"4138",2012,"","Heath rd.","Heath str.",""
"4139",2012,"","Hersal Common",NA,""
"4140",2012,"","Hertford str.","Hertford Str",""
"4141",2012,"","Hollybush Ph",NA,""
"4142",2012,"","Hollybush Ph",NA,""
"4143",2012,"","Holyhead rd. Coventry","Holyhead str. Coventry",""
"4144",2012,"","Homer rd.","Homer str.",""
"4145",2012,"","Jardine Crescent",NA,""
"4146",2012,"","Jordan Well",NA,""
"4147",2012,"","Jtn 5 Coventry Ring rd.","Jtn 5 Coventry Ring str.",""
"4148",2012,"","Jubilee Crescent",NA,""
"4149",2012,"","Kasbah",NA,""
"4150",2012,"","Kasbah Night Club Coventry",NA,""
"4151",2012,"","Kenilworth str. Coventry","Kenilworth Str Coventry",""
"4152",2012,"","King William str. Coventry","King William Str Coventry",""
"4153",2012,"","Little Park str.","Little Park Str",""
"4154",2012,"","Little Park str. Coventry","Little Park Str Coventry",""
"4155",2012,"","Little Park str.","Little Park Str",""
"4156",2012,"","Little Park str.","Little Park Str",""
"4157",2012,"","Little Park str.","Little Park Str",""
"4158",2012,"","Little Park str.","Little Park Str",""
"4159",2012,"","Little Park str. City Centre","Little Park Str City Centre",""
"4160",2012,"","Longford",NA,""
"4161",2012,"","Longford rd.","Longford str.",""
"4162",2012,"","Lower Ford str.","Lower Ford Str",""
"4163",2012,"","Lower Ford str.","Lower Ford Str",""
"4164",2012,"","Lower Holyhead rd. Coventry","Lower Holyhead str. Coventry",""
"4165",2012,"","Lyndale rd.","Lyndale str.",""
"4166",2012,"","Ma Front Office",NA,""
"4167",2012,"","Mafo",NA,""
"4168",2012,"","Mafo",NA,""
"4169",2012,"","Market Way Coventry",NA,""
"4170",2012,"","Marlcroft",NA,""
"4171",2012,"","Masser rd.","Masser str.",""
"4172",2012,"","Masser rd.","Masser str.",""
"4173",2012,"","Masser rd.","Masser str.",""
"4174",2012,"","Masser rd.","Masser str.",""
"4175",2012,"","Masser rd.","Masser str.",""
"4176",2012,"","Mb Front Office",NA,""
"4177",2012,"","Mcfo",NA,""
"4178",2012,"","Meadow str.","Meadow Str",""
"4179",2012,"","Middlemarch rd.","Middlemarch str.",""
"4180",2012,"","Middlemarch rd. Radford Coventry","Middlemarch str. Radford Coventry",""
"4181",2012,"","Mile Lane","Mile ln.",""
"4182",2012,"","Mile Lane","Mile ln.",""
"4183",2012,"","Millennium Place",NA,""
"4184",2012,"","Moore str.","Moore Str",""
"4185",2012,"","Murray rd.","Murray str.",""
"4186",2012,"","New Union str.","New Union Str",""
"4187",2012,"","New Union str.","New Union Str",""
"4188",2012,"","New Union str.","New Union Str",""
"4189",2012,"","Outside Cvfo",NA,""
"4190",2012,"","Oxford str. Coventry","Oxford Str Coventry",""
"4191",2012,"","Penny Park Lane","Penny Park ln.",""
"4192",2012,"","Pensilva Close Hillfields",NA,""
"4193",2012,"","Pool Meadow Bus Station",NA,""
"4194",2012,"","Pool Meadow Bus Station",NA,""
"4195",2012,"","Pool Meadow Bus Station",NA,""
"4196",2012,"","Pool Meadow Bus Station Coventry",NA,""
"4197",2012,"","Pool Meadow Bus Station",NA,""
"4198",2012,"","Pool Meadow Police Station Coventry",NA,""
"4199",2012,"","Primrose Hill str. Coventry","Primrose Hill Str Coventry",""
"4200",2012,"","Primrose Hill str.","Primrose Hill Str",""
"4201",2012,"","Primrose Hill str.","Primrose Hill Str",""
"4202",2012,"","Primrose Hill str.","Primrose Hill Str",""
"4203",2012,"","Priory Hall",NA,""
"4204",2012,"","Quarry Wood Grove",NA,""
"4205",2012,"","Quinton rd.","Quinton str.",""
"4206",2012,"","Raglan str.","Raglan Str",""
"4207",2012,"","Ramada Hotel",NA,""
"4208",2012,"","Rear Of Clique Hale str.","Rear Of Clique Hale Str",""
"4209",2012,"","Rear Yard Coventry Central Police Station",NA,""
"4210",2012,"","Ricoh Arena",NA,""
"4211",2012,"","Ricoh Arena",NA,""
"4212",2012,"","Riley Square",NA,""
"4213",2012,"","Ringway Queens",NA,""
"4214",2012,"","Roseberry ave. Coventry",NA,""
"4215",2012,"","Samuel Vale House str. Nicholas str.","Samuel Vale House Str Nicholas Str",""
"4216",2012,"","Samuel Vale House str. Nicholas str.","Samuel Vale House Str Nicholas Str",""
"4217",2012,"","Sewall Highway",NA,""
"4218",2012,"","Sewell Highway",NA,""
"4219",2012,"","Sky Dome",NA,""
"4220",2012,"","Sky Dome",NA,""
"4221",2012,"","Sky Dome",NA,""
"4222",2012,"","Sky Dome",NA,""
"4223",2012,"","Sky Dome",NA,""
"4224",2012,"","Sky Dome",NA,""
"4225",2012,"","Sky Dome Coventry",NA,""
"4226",2012,"","Skydome",NA,""
"4227",2012,"","Skydome",NA,""
"4228",2012,"","Skydome",NA,""
"4229",2012,"","Skydome Carpark",NA,""
"4230",2012,"","Skydome Carpark",NA,""
"4231",2012,"","Skydome Carpark",NA,""
"4232",2012,"","Skydome Complex",NA,""
"4233",2012,"","Skydome Complex",NA,""
"4234",2012,"","Skydome Complex",NA,""
"4235",2012,"","Skydome Complex",NA,""
"4236",2012,"","Skydome Concourse",NA,""
"4237",2012,"","Skydome Concourse",NA,""
"4238",2012,"","Skydome Concourse",NA,""
"4239",2012,"","Skydome Concourse",NA,""
"4240",2012,"","Skydome Concourse",NA,""
"4241",2012,"","Skydome Concourse",NA,""
"4242",2012,"","Skydome Concourse",NA,""
"4243",2012,"","Skydome Concourse Coventry",NA,""
"4244",2012,"","Skydome Concourse Coventry",NA,""
"4245",2012,"","Skydome Concourse Coventry City Centre",NA,""
"4246",2012,"","Skydome Concourse Coventry",NA,""
"4247",2012,"","Skydome Concourse",NA,""
"4248",2012,"","Skydome Coventry",NA,""
"4249",2012,"","Somerset rd.","Somerset str.",""
"4250",2012,"","Spon str. Coventry","Spon Str Coventry",""
"4251",2012,"","Spon str.","Spon Str",""
"4252",2012,"","Spon str.","Spon Str",""
"4253",2012,"","Spon str.","Spon Str",""
"4254",2012,"","Spon str.","Spon Str",""
"4255",2012,"","Spon str.","Spon Str",""
"4256",2012,"","Spon str. Coventry","Spon Str Coventry",""
"4257",2012,"","Spon str. Coventry","Spon Str Coventry",""
"4258",2012,"","Spon str. Coventry","Spon Str Coventry",""
"4259",2012,"","Spon str. Coventry","Spon Str Coventry",""
"4260",2012,"","str. Patricks rd.","Str Patricks str.",""
"4261",2012,"","str. Thomas rd. Longford Coventry","Str Thomas str. Longford Coventry",""
"4262",2012,"","Station Square Coventry",NA,""
"4263",2012,"","Station Square Coventry",NA,""
"4264",2012,"","Station Square Coventry",NA,""
"4265",2012,"","Stoney Stanton str.","Stoney Stanton Str",""
"4266",2012,"","Stoney Stanton rd.","Stoney Stanton str.",""
"4267",2012,"","Stoney Stanton rd.","Stoney Stanton str.",""
"4268",2012,"","Stoney Stanton rd.","Stoney Stanton str.",""
"4269",2012,"","Stoney Stanton rd.","Stoney Stanton str.",""
"4270",2012,"","Stoney Stanton rd.","Stoney Stanton str.",""
"4271",2012,"","Tamworth rd.","Tamworth str.",""
"4272",2012,"","Tanyard Close Tanyard Farm Coventry",NA,""
"4273",2012,"","Tarquin Close",NA,""
"4274",2012,"","Taxi Rank Train Station Coventry",NA,""
"4275",2012,"","The Burges",NA,""
"4276",2012,"","The Burgess",NA,""
"4277",2012,"","The Burgess",NA,""
"4278",2012,"","The Butts",NA,""
"4279",2012,"","The Castle Pub Little Park str. Coventry","The Castle Pub Little Park Str Coventry",""
"4280",2012,"","The Chesils",NA,""
"4281",2012,"","The Flying Standard Public House",NA,""
"4282",2012,"","The Grapes Ph O S",NA,""
"4283",2012,"","Trafalgar House",NA,""
"4284",2012,"","Trinity str.","Trinity Str",""
"4285",2012,"","Trinity str.","Trinity Str",""
"4286",2012,"","Trinity str.","Trinity Str",""
"4287",2012,"","Trinity str.","Trinity Str",""
"4288",2012,"","Uhcw",NA,""
"4289",2012,"","University Hospital",NA,""
"4290",2012,"","University Hospital Coventry",NA,""
"4291",2012,"","Unniversity Hospital Coventry",NA,""
"4292",2012,"","Upper Spon str.","Upper Spon Str",""
"4293",2012,"","Victoria str.","Victoria Str",""
"4294",2012,"","Wallace str.","Wallace Str",""
"4295",2012,"","Walsgrave Hospital",NA,""
"4296",2012,"","Walsgrave str.","Walsgrave Str",""
"4297",2012,"","Walsgrave rd.","Walsgrave str.",""
"4298",2012,"","Warwick str.","Warwick Str",""
"4299",2012,"","Warwick Row Coventry",NA,""
"4300",2012,"","West ave.",NA,""
"4301",2012,"","Willenhall Lane","Willenhall ln.",""
"4302",2012,"","Willenhall Lane","Willenhall ln.",""
"4303",2012,"","Windsor str.","Windsor Str",""
"4304",2012,"","Windsor str.","Windsor Str",""
"4305",2012,"","Winsor str.","Winsor Str",""
"4306",2012,"","Woodway Lane Coventry","Woodway ln. Coventry",""
"4307",2012,"","Wyken Croft",NA,""
"4308",2012,"","Yardley str.","Yardley Str",""
"4309",2012,"Dudley","Hagley rd. Halesowen","Hagley str. Halesowen",""
"4310",2012,"","Bachelor Close",NA,""
"4311",2012,"","Bearwood rd. Bearwood","Bearwood str. Bearwood",""
"4312",2012,"","Bell str. Stourbridge","Bell Str Stourbridge",""
"4313",2012,"","Bhan rd.","Bhan str.",""
"4314",2012,"","Bhps Front Office",NA,""
"4315",2012,"","Birmingham New rd.","Birmingham New str.",""
"4316",2012,"","Birmingham str. Stourbridge","Birmingham Str Stourbridge",""
"4317",2012,"","Birmingham str. Stourbridge","Birmingham Str Stourbridge",""
"4318",2012,"","Bridfgnorth rd. Stourbridge","Bridfgnorth str. Stourbridge",""
"4319",2012,"","Brierley Hill High str.","Brierley Hill High Str",""
"4320",2012,"","Bus Station Dudley",NA,""
"4321",2012,"","Bus Station Merry Hill Centre",NA,""
"4322",2012,"","Castle Hill Dudley",NA,""
"4323",2012,"","Castle Hill Dudley",NA,""
"4324",2012,"","Charles ave.",NA,""
"4325",2012,"","Church str. B Hill","Church Str B Hill",""
"4326",2012,"","Church str. Stourbridge","Church Str Stourbridge",""
"4327",2012,"","Cinder Bank Dudley",NA,""
"4328",2012,"","Clifton Ph Sedgley",NA,""
"4329",2012,"","Clydesdale Tower",NA,""
"4330",2012,"","Cobden str.","Cobden Str",""
"4331",2012,"","Corbett Crescent Stourbridge",NA,""
"4332",2012,"","Coventry str.","Coventry Str",""
"4333",2012,"","Delph str. B Hill","Delph Str B Hill",""
"4334",2012,"","Dingle rd. Dudley","Dingle str. Dudley",""
"4335",2012,"","Dudley Bus Station",NA,""
"4336",2012,"","Dudley High str.","Dudley High Str",""
"4337",2012,"","Dudley Police Station",NA,""
"4338",2012,"","Envill str. Stourbridge","Envill Str Stourbridge",""
"4339",2012,"","Enville str. Stourbridge","Enville Str Stourbridge",""
"4340",2012,"","Front Office Brierley Hill Police Station",NA,""
"4341",2012,"","Gaimage str.","Gaimage Str",""
"4342",2012,"","Hagley rd.","Hagley str.",""
"4343",2012,"","Hagley rd. Stourbridge","Hagley str. Stourbridge",""
"4344",2012,"","Halesowen Bus Station",NA,""
"4345",2012,"","Halesowen Bus Station",NA,""
"4346",2012,"","Halesowen Police Station",NA,""
"4347",2012,"","Hall str. Dudley","Hall Str Dudley",""
"4348",2012,"","Harvester Hagley rd.","Harvester Hagley str.",""
"4349",2012,"","High str. Brierley Hill","High Str Brierley Hill",""
"4350",2012,"","High str. Bhill","High Str Bhill",""
"4351",2012,"","High str. Dudley","High Str Dudley",""
"4352",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4353",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4354",2012,"","High str. B Hill","High Str B Hill",""
"4355",2012,"","High str. Lye","High Str Lye",""
"4356",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4357",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4358",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4359",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4360",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4361",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4362",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4363",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4364",2012,"","High str.","High Str",""
"4365",2012,"","High str.","High Str",""
"4366",2012,"","High str.","High Str",""
"4367",2012,"","High str.","High Str",""
"4368",2012,"","High str.","High Str",""
"4369",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4370",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4371",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4372",2012,"","High str. Brierley Hill","High Str Brierley Hill",""
"4373",2012,"","High str. Brierley Hill","High Str Brierley Hill",""
"4374",2012,"","High str. Brierley Hill","High Str Brierley Hill",""
"4375",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4376",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4377",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4378",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4379",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4380",2012,"","High str. Dudley","High Str Dudley",""
"4381",2012,"","High str. Lye","High Str Lye",""
"4382",2012,"","High str. Lye","High Str Lye",""
"4383",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4384",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4385",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4386",2012,"","High str. Stourbridge","High Str Stourbridge",""
"4387",2012,"","Highland rd. Dudley","Highland str. Dudley",""
"4388",2012,"","Hill str. Brierley Hill","Hill Str Brierley Hill",""
"4389",2012,"","Hillside str.","Hillside Str",""
"4390",2012,"","Home Address",NA,""
"4391",2012,"","Level str. Brierley Hill","Level Str Brierley Hill",""
"4392",2012,"","Lye High str.","Lye High Str",""
"4393",2012,"","Malvern Crescent",NA,""
"4394",2012,"","Market str. Kford","Market Str Kford",""
"4395",2012,"","Merry Hill",NA,""
"4396",2012,"","New str.","New Str",""
"4397",2012,"","New str. Dudley","New Str Dudley",""
"4398",2012,"","New str. Dudley","New Str Dudley",""
"4399",2012,"","New str. Dudley","New Str Dudley",""
"4400",2012,"","North str. Dudley","North Str Dudley",""
"4401",2012,"","Norton rd.","Norton str.",""
"4402",2012,"","Oakfield rd. Wollescote","Oakfield str. Wollescote",""
"4403",2012,"","Os Bhps",NA,""
"4404",2012,"","Overend str.","Overend Str",""
"4405",2012,"","Park rd. Netherton","Park str. Netherton",""
"4406",2012,"","Pedmore rd. Lye","Pedmore str. Lye",""
"4407",2012,"","Quarry Bank High str.","Quarry Bank High Str",""
"4408",2012,"","Queens Way Halesowen",NA,""
"4409",2012,"","Springfield str. Blackheath","Springfield Str Blackheath",""
"4410",2012,"","str. Michaels str. West Bromwich","Str Michaels Str West Bromwich",""
"4411",2012,"","Stourbridge High str.","Stourbridge High Str",""
"4412",2012,"","Stourbridge High str.","Stourbridge High Str",""
"4413",2012,"","Stourbridge High str.","Stourbridge High Str",""
"4414",2012,"","Stourbridge High str.","Stourbridge High Str",""
"4415",2012,"","Stourbridge High str.","Stourbridge High Str",""
"4416",2012,"","Stourbridge High str.","Stourbridge High Str",""
"4417",2012,"","Stourbridge Town Centre",NA,""
"4418",2012,"","Sunderland Drive Amblecote",NA,""
"4419",2012,"","Sunderland Drive Amblecote",NA,""
"4420",2012,"","Sunderland Drive Amblecote",NA,""
"4421",2012,"","Sunderland Drive Amblecote",NA,""
"4422",2012,"","The Forge Cradley Heath",NA,""
"4423",2012,"","Tower str. Dudley","Tower Str Dudley",""
"4424",2012,"","Tower str. Dudley","Tower Str Dudley",""
"4425",2012,"","Trident Centre Dudley",NA,""
"4426",2012,"","Wolverhampton str. Dudley","Wolverhampton Str Dudley",""
"4427",2012,"","Worcester str. Stourbridge","Worcester Str Stourbridge",""
"4428",2012,"","Worcester str. Stourbridge","Worcester Str Stourbridge",""
"4429",2012,"","Worcester str. Stourbridge","Worcester Str Stourbridge",""
"4430",2012,"","Worcester str. Stourbridge","Worcester Str Stourbridge",""
"4431",2012,"","Worcester str. Stourbridge","Worcester Str Stourbridge",""
"4432",2012,"Solihull","Anchor Lane","Anchor ln.",""
"4433",2012,"","Apres Solihull Town Centre",NA,""
"4434",2012,"","Aspen Dr Cwtc",NA,""
"4435",2012,"","Bham International",NA,""
"4436",2012,"","Bham International",NA,""
"4437",2012,"","Bhx",NA,""
"4438",2012,"","Bhx",NA,""
"4439",2012,"","Bhx",NA,""
"4440",2012,"","Bhx Εδύε Terminal 1",NA,""
"4441",2012,"","Birch Croft",NA,""
"4442",2012,"","Birmingham Airport",NA,""
"4443",2012,"","Birmingham International Airport",NA,""
"4444",2012,"","Blossomfield rd. Solihull","Blossomfield str. Solihull",""
"4445",2012,"","Boldmere Gate",NA,""
"4446",2012,"","Bosworth Drive",NA,""
"4447",2012,"","Bp Warwick str. Olton","Bp Warwick Str Olton",""
"4448",2012,"","Bradford rd. Castle Brom","Bradford str. Castle Brom",""
"4449",2012,"","Burges",NA,""
"4450",2012,"","Burges",NA,""
"4451",2012,"","Campden Green",NA,""
"4452",2012,"","Chapelhouse str.","Chapelhouse Str",""
"4453",2012,"","Chester str.","Chester Str",""
"4454",2012,"","Chester str.","Chester Str",""
"4455",2012,"","Chester str.","Chester Str",""
"4456",2012,"","Chester rd. Castlebromwich","Chester str. Castlebromwich",""
"4457",2012,"","Chester rd. Kingshurst","Chester str. Kingshurst",""
"4458",2012,"","Churchill rd. Solihull","Churchill str. Solihull",""
"4459",2012,"","Clopton Crescent",NA,""
"4460",2012,"","Clopton Crescent",NA,""
"4461",2012,"","Cooks Lane Chelmsley Wood","Cooks ln. Chelmsley Wood",""
"4462",2012,"","Drury Lane","Drury ln.",""
"4463",2012,"","Drury Lane Solihull","Drury ln. Solihull",""
"4464",2012,"","Farthings Ph Green Lane","Farthings Ph Green ln.",""
"4465",2012,"","Forth Drive Chelmsley Wood",NA,""
"4466",2012,"","Glebe rd. Solihull","Glebe str. Solihull",""
"4467",2012,"","Green Lane Shirley","Green ln. Shirley",""
"4468",2012,"","Greville Pub Solihull Birmingham",NA,""
"4469",2012,"","Harvester Pub Solihull",NA,""
"4470",2012,"","Heaton str. Solihull","Heaton Str Solihull",""
"4471",2012,"","Helmsford Drive",NA,""
"4472",2012,"","Helmswood Drive",NA,""
"4473",2012,"","High str. Knowle","High Str Knowle",""
"4474",2012,"","High str. Solihull","High Str Solihull",""
"4475",2012,"","High str. Solihull","High Str Solihull",""
"4476",2012,"","High str. Solihull","High Str Solihull",""
"4477",2012,"","High str. Solihull","High Str Solihull",""
"4478",2012,"","High str. Solihull","High Str Solihull",""
"4479",2012,"","High str. Solihull","High Str Solihull",""
"4480",2012,"","High str. Solihull","High Str Solihull",""
"4481",2012,"","High str.","High Str",""
"4482",2012,"","High str.","High Str",""
"4483",2012,"","High str.","High Str",""
"4484",2012,"","High str.","High Str",""
"4485",2012,"","High str.","High Str",""
"4486",2012,"","High str. Os Hogs Head","High Str Os Hogs Head",""
"4487",2012,"","High str. Solihull","High Str Solihull",""
"4488",2012,"","High str. Solihull","High Str Solihull",""
"4489",2012,"","High str. Solihull","High Str Solihull",""
"4490",2012,"","High str. Solihull","High Str Solihull",""
"4491",2012,"","High str. Solihull","High Str Solihull",""
"4492",2012,"","Homer rd.","Homer str.",""
"4493",2012,"","Homer rd.","Homer str.",""
"4494",2012,"","Homer rd. Solihull","Homer str. Solihull",""
"4495",2012,"","Hurst Lane North J W Green Lane","Hurst ln. North J W Green ln.",""
"4496",2012,"","Kilcote rd. Shirley","Kilcote str. Shirley",""
"4497",2012,"","Knowle Park",NA,""
"4498",2012,"","Lode Lane Solihull Birmingham","Lode ln. Solihull Birmingham",""
"4499",2012,"","London rd.","London str.",""
"4500",2012,"","M42",NA,""
"4501",2012,"","Mc Donalds High str. Solihull","Mc Donalds High Str Solihull",""
"4502",2012,"","Mell Square",NA,""
"4503",2012,"","Mortons Dickens Heath Solihull",NA,""
"4504",2012,"","Nec",NA,""
"4505",2012,"","O S Bangor House Forth Drive Chelmsley Wood",NA,""
"4506",2012,"","O S Hoggs Head Ph Poplar rd. Solihull","O S Hoggs Head Ph Poplar str. Solihull",""
"4507",2012,"","O S Hoggs Head Poplar Way Solihull",NA,""
